"","V1","SOIL_MOISTURE_10_DAILY"
"1",Mar 2010,0.373
"2",Apr 2010,0.423448275862069
"3",May 2010,0.369322580645161
"4",Jun 2010,0.146966666666667
"5",Jul 2010,0.178354838709677
"6",Aug 2010,0.226806451612903
"7",Sep 2010,0.126966666666667
"8",Oct 2010,0.172193548387097
"9",Nov 2010,0.23748
"10",Dec 2010,0.237384615384615
"11",Jan 2011,0.241
"12",Mar 2011,0.312875
"13",Apr 2011,0.286
"14",May 2011,0.207193548387097
"15",Jun 2011,0.0847333333333333
"16",Jul 2011,0.135838709677419
"17",Aug 2011,0.308387096774194
"18",Sep 2011,0.268233333333333
"19",Oct 2011,0.289806451612903
"20",Nov 2011,0.323533333333333
"21",Dec 2011,0.309322580645161
"22",Jan 2012,0.315064516129032
"23",Feb 2012,0.314172413793103
"24",Mar 2012,0.339032258064516
"25",Apr 2012,0.307655172413793
"26",May 2012,0.164161290322581
"27",Jun 2012,0.0768
"28",Jul 2012,0.187225806451613
"29",Aug 2012,0.127741935483871
"30",Sep 2012,0.0943
"31",Oct 2012,0.0791935483870968
"32",Nov 2012,0.0745416666666667
"33",Dec 2012,0.0783333333333333
"34",Jan 2013,0.089
"35",Feb 2013,0.106714285714286
"36",Mar 2013,0.23312
"37",Apr 2013,0.283266666666667
"38",May 2013,0.189935483870968
"39",Jun 2013,0.0902666666666667
"40",Jul 2013,0.193677419354839
"41",Aug 2013,0.18641935483871
"42",Sep 2013,0.2532
"43",Oct 2013,0.276483870967742
"44",Nov 2013,0.3125
"45",Dec 2013,0.298076923076923
"46",Mar 2014,0.311545454545455
"47",Apr 2014,0.2974
"48",May 2014,0.245354838709677
"49",Jun 2014,0.0939333333333333
"50",Jul 2014,0.155064516129032
"51",Aug 2014,0.303
"52",Oct 2014,0.25275
"53",Nov 2014,0.264533333333333
"54",Dec 2014,0.267870967741935
"55",Jan 2015,0.198225806451613
"56",Feb 2015,0.238142857142857
"57",Mar 2015,0.328870967741935
"58",Apr 2015,0.307566666666667
"59",May 2015,0.322
"60",Jun 2015,0.209566666666667
"61",Jul 2015,0.292483870967742
"62",Aug 2015,0.242967741935484
"63",Sep 2015,0.171966666666667
"64",Oct 2015,0.1719
"65",Nov 2015,0.320566666666667
"66",Dec 2015,0.301516129032258
"67",Jan 2016,0.306
"68",Feb 2016,0.326620689655172
"69",Mar 2016,0.368
"70",Apr 2016,0.3405
"71",May 2016,0.316548387096774
"72",Jun 2016,0.1338
"73",Jul 2016,0.0813225806451613
"74",Aug 2016,0.259290322580645
"75",Sep 2016,0.1822
"76",Oct 2016,0.0983548387096774
"77",Nov 2016,0.221172413793103
"78",Dec 2016,0.278516129032258
"79",Jan 2017,0.296096774193548
"80",Feb 2017,0.314607142857143
"81",Mar 2017,0.348709677419355
"82",Apr 2017,0.3454
"83",May 2017,0.271322580645161
"84",Jun 2017,0.0953
"85",Jul 2017,0.172709677419355
"86",Aug 2017,0.246774193548387
"87",Sep 2017,0.169466666666667
"88",Oct 2017,0.294129032258065
"89",Nov 2017,0.241586206896552
"90",Dec 2017,0.187645161290323
"91",Jan 2018,0.148733333333333
"92",Feb 2018,0.26425
"93",Mar 2018,0.316483870967742
"94",Apr 2018,0.275633333333333
"95",May 2018,0.121709677419355
"96",Jun 2018,0.0767333333333333
"97",Jul 2018,0.182774193548387
"98",Aug 2018,0.224903225806452
"99",Sep 2018,0.192066666666667
"100",Oct 2018,0.221
"101",Nov 2018,0.297068965517241
"102",Dec 2018,0.295322580645161
"103",Jan 2019,0.300612903225806
"104",Feb 2019,0.297678571428571
"105",Mar 2019,0.355387096774194
"106",Apr 2019,0.387833333333333
"107",May 2019,0.350870967741935
"108",Jun 2019,0.213533333333333
"109",Jul 2019,0.147290322580645
"110",Aug 2019,0.118548387096774
"111",Sep 2019,0.1156
"112",Oct 2019,0.124161290322581
"113",Nov 2019,0.161241379310345
"114",Dec 2019,0.267193548387097
"115",Jan 2020,0.249903225806452
"116",Feb 2020,0.267827586206897
"117",Mar 2020,0.345967741935484
"118",Apr 2020,0.337733333333333
"119",May 2020,0.214548387096774
"120",Jun 2020,0.133
"121",Jul 2020,0.0921935483870968
"122",Aug 2020,0.115161290322581
"123",Sep 2020,0.1404
"124",Oct 2020,0.0889032258064516
"125",Nov 2020,0.237933333333333
"126",Dec 2020,0.233428571428571
"127",Feb 2021,0.239809523809524
"128",Mar 2021,0.290193548387097
"129",Apr 2021,0.290033333333333
"130",May 2021,0.197096774193548
"131",Jun 2021,0.119133333333333
"132",Jul 2021,0.287206896551724
"133",Aug 2021,0.169354838709677
"134",Sep 2021,0.0750666666666667
"135",Oct 2021,0.184677419354839
"136",Nov 2021,0.1593
"137",Dec 2021,0.14448
"138",Jan 2022,0.173935483870968
"139",Feb 2022,0.164714285714286
"140",Mar 2022,0.235903225806452
"141",Apr 2022,0.270633333333333
"142",May 2022,0.14075
"143",Jun 2022,0.1447
"144",Jul 2022,0.262387096774194
"145",Aug 2022,0.268516129032258
"146",Sep 2022,0.2552
"147",Oct 2022,0.331966666666667
"148",Nov 2022,0.3171
"149",Dec 2022,0.297375
